Corrente (A),Tensao Resistor (V),Tensao Carga (V)
0.13,0.10,-1.10
0.14,0.03,-1.03
0.11,-0.03,-1.03
0.13,-0.03,-1.03
0.14,-0.10,-1.03
0.12,0.03,-1.10
0.12,-0.10,-1.10
0.10,0.03,-1.03
0.13,-0.03,-1.03
0.13,-0.03,-1.03
0.14,-0.03,-1.03
0.14,-0.03,-0.96
0.11,0.03,-1.03
0.12,-0.03,-1.03
0.11,-0.03,-1.03
0.12,0.03,-1.03
0.12,0.03,-1.03
0.15,0.10,-1.03
0.12,-0.03,-1.03
0.15,0.03,-1.10
0.12,-0.03,-1.03
0.10,-0.03,-1.03
0.13,0.10,-1.10
0.14,0.03,-1.10
0.12,-0.10,-1.03
0.11,-0.10,-1.10
0.13,0.17,-1.03
0.16,-0.10,-1.03
0.15,0.10,-0.96
0.14,-0.03,-1.10
0.12,-0.03,-1.03
0.13,0.03,-1.03
0.12,0.03,-1.03
0.13,-0.03,-1.10
0.11,-0.03,-1.10
0.13,-0.03,-1.03
0.12,-0.10,-1.03
0.15,-0.03,-1.03
0.11,-0.03,-1.03
0.15,0.17,-1.03
0.10,-0.17,-1.03
0.10,-0.10,-1.03
0.14,0.10,-1.10
0.14,0.10,-1.03
0.15,-0.10,-1.03
0.14,-0.03,-1.03
0.13,0.03,-1.03
0.12,-0.03,-1.10
0.14,0.10,-1.10
0.11,0.17,-1.03
0.14,-0.03,-1.10
0.12,-0.10,-1.10
0.10,0.03,-1.03
0.14,-0.10,-1.10
0.16,-0.03,-1.03
0.10,-0.03,-1.10
0.12,0.03,-1.10
0.13,0.17,-1.10
0.14,-0.03,-1.10
0.12,0.03,-1.03
0.11,0.17,-1.03
0.15,0.10,-0.96
0.12,-0.03,-1.10
0.09,-0.03,-1.10
0.12,0.10,-1.10
0.12,-0.10,-1.03
0.13,-0.03,-1.03
0.12,0.03,-1.03
0.13,-0.17,-1.03
0.14,0.03,-1.03
0.10,0.10,-1.10
0.13,-0.03,-1.10
0.12,0.17,-1.03
0.11,-0.03,-1.03
0.13,-0.17,-1.10
0.13,0.03,-1.03
0.14,0.03,-1.03
0.10,-0.03,-1.10
0.13,-0.03,-1.03
0.12,0.17,-1.03
0.13,0.10,-1.03
0.16,-0.03,-1.10
0.13,-0.03,-1.10
0.13,-0.03,-1.03
0.16,0.03,-1.10
0.10,-0.03,-1.03
0.12,-0.03,-1.03
0.12,0.10,-1.03
0.15,0.03,-1.03
0.15,-0.03,-1.03
0.15,-0.10,-1.03
0.14,-0.03,-1.10
0.15,-0.10,-1.03
0.13,0.10,-1.10
0.12,-0.10,-1.10
0.13,-0.03,-1.10
0.11,0.03,-1.03
0.11,-0.03,-1.03
0.15,-0.10,-1.10
0.14,-0.03,-1.10
0.12,-0.03,-1.03
0.12,0.10,-1.10
0.11,-0.03,-1.10
0.15,-0.10,-1.03
0.11,-0.03,-1.03
0.13,-0.10,-1.10
0.14,0.03,-1.10
0.12,0.03,-1.10
0.10,0.10,-1.03
0.14,-0.03,-1.03
0.12,0.03,-1.10
0.12,0.03,-1.10
0.13,0.03,-0.96
0.13,-0.10,-1.03
0.13,0.10,-1.10
0.14,-0.17,-1.03
0.14,-0.03,-1.03
0.13,0.03,-1.10
0.12,0.03,-1.03
0.10,0.10,-1.10
0.11,0.10,-1.10
0.14,-0.03,-1.03
0.11,-0.03,-1.10
0.14,0.10,-1.03
0.12,-0.10,-1.10
0.13,0.03,-1.10
0.13,-0.03,-1.03
0.14,0.10,-1.10
0.12,-0.03,-1.03
0.13,-0.10,-1.10
0.11,-0.10,-1.03
0.15,-0.03,-1.03
0.12,-0.03,-1.03
0.14,0.17,-1.03
0.15,-0.03,-1.03
0.11,-0.10,-1.03
0.15,0.03,-1.03
0.12,-0.03,-0.96
0.09,-0.03,-1.10
0.10,0.10,-0.96
0.12,0.03,-1.03
0.13,0.03,-1.03
0.13,-0.10,-1.03
0.11,0.03,-1.03
0.11,-0.10,-1.10
0.14,0.10,-1.10
0.11,0.03,-1.03
0.13,-0.03,-1.03
0.16,-0.03,-1.03
0.12,-0.10,-1.03
0.09,-0.10,-1.03
0.14,-0.03,-1.03
0.08,0.10,-1.03
0.12,-0.10,-1.10
0.11,-0.03,-1.10
0.13,0.03,-1.03
0.12,-0.17,-1.03
0.13,0.17,-1.10
0.11,0.03,-1.03
0.13,0.03,-1.03
0.14,-0.03,-1.10
0.13,0.03,-1.03
0.14,-0.10,-1.03
0.12,0.10,-1.10
0.14,-0.10,-1.03
0.11,-0.03,-1.03
0.11,0.03,-1.03
0.14,-0.03,-1.03
0.11,0.10,-1.03
0.13,0.10,-1.03
0.13,0.10,-1.03
0.13,0.03,-1.03
0.14,-0.10,-1.10
0.12,0.17,-1.03
0.14,-0.03,-1.03
0.13,0.03,-1.03
0.13,-0.03,-1.10
0.12,-0.10,-1.10
0.09,0.10,-1.03
0.12,0.03,-1.03
0.13,-0.03,-1.10
0.11,0.10,-1.03
0.12,-0.03,-1.03
0.12,0.10,-1.03
0.13,0.03,-1.03
0.13,-0.17,-1.10
0.09,-0.03,-1.03
0.13,0.03,-1.03
0.14,-0.03,-0.96
0.11,0.03,-1.03
0.12,0.03,-1.03
0.12,-0.03,-1.03
0.13,-0.03,-1.10
0.15,-0.03,-1.03
0.12,-0.03,-1.10
0.15,-0.10,-1.03
0.14,0.03,-1.03
0.13,0.03,-1.03
0.11,0.03,-1.03
0.16,0.10,-1.10
0.12,-0.10,-1.10
0.12,-0.03,-1.03
0.14,0.17,-0.96
0.12,0.03,-1.03
0.13,-0.03,-1.10
0.10,0.10,-1.03
0.08,0.03,-1.03
0.09,0.03,-1.10
0.13,0.23,-1.10
0.15,0.03,-1.03
0.10,0.03,-1.10
0.15,0.03,-1.03
0.13,0.03,-1.10
0.11,-0.03,-1.10
0.13,-0.03,-1.03
0.13,0.03,-1.10
0.13,0.03,-1.03
0.14,-0.03,-1.03
0.11,0.03,-1.10
0.10,-0.03,-1.03
0.13,0.03,-1.03
0.14,0.03,-1.10
0.13,0.03,-1.03
0.12,-0.03,-1.10
0.13,-0.03,-1.03
0.13,-0.10,-1.03
0.12,0.03,-1.10
0.11,0.10,-1.10
0.14,-0.17,-0.96
0.14,0.03,-1.10
0.14,-0.03,-1.03
0.15,-0.03,-1.10
0.10,-0.03,-1.03
0.13,-0.03,-1.10
0.13,0.03,-1.10
0.10,-0.03,-1.03
0.11,-0.03,-1.03
0.11,0.03,-1.03
0.12,0.03,-1.03
0.13,0.03,-1.03
0.13,-0.10,-1.10
0.13,-0.17,-1.03
0.14,-0.10,-1.03
0.12,-0.03,-1.10
0.12,0.03,-1.10
0.13,0.03,-1.10
0.13,-0.03,-1.03
0.12,0.10,-1.03
0.14,0.03,-1.10
0.12,-0.03,-1.10
0.12,-0.03,-1.03
0.13,-0.03,-1.03
0.12,-0.10,-1.03
0.12,-0.03,-1.03
0.12,-0.03,-1.03
0.11,-0.03,-1.03
0.11,0.03,-1.03
0.09,-0.10,-1.03
0.12,-0.10,-1.10
0.15,0.03,-1.03
0.11,0.17,-1.03
0.11,-0.03,-1.03
0.13,0.03,-1.03
0.12,-0.10,-1.10
0.11,-0.03,-1.03
0.14,-0.10,-1.10
0.11,0.03,-1.10
0.12,-0.03,-1.03
0.13,-0.17,-1.10
0.13,-0.10,-1.03
0.16,-0.03,-1.03
0.15,0.10,-1.03
0.14,0.10,-1.10
0.12,-0.03,-1.10
0.15,0.10,-1.03
0.13,-0.10,-1.03
0.12,0.03,-1.10
0.13,0.10,-1.03
0.14,0.17,-1.03
0.14,-0.03,-1.03
0.13,0.03,-1.03
0.14,-0.10,-1.10
0.10,-0.03,-1.03
0.13,-0.03,-1.03
0.10,-0.03,-1.10
0.11,-0.03,-1.03
0.14,0.03,-0.96
0.14,0.10,-1.03
0.16,-0.03,-1.03
0.13,-0.10,-1.03
0.12,0.03,-1.03
0.14,-0.03,-1.03
0.14,-0.10,-1.10
0.14,0.03,-1.03
0.14,-0.03,-1.10
0.11,-0.03,-1.03
0.13,-0.03,-1.10
0.12,0.03,-1.10
0.12,0.10,-1.03
0.13,-0.03,-1.03
0.14,0.17,-1.03
0.10,0.17,-1.10
0.14,-0.10,-1.10
0.12,-0.03,-1.10
0.12,-0.03,-1.03
0.11,0.10,-1.10
0.13,0.03,-1.03
0.12,-0.03,-1.03
0.11,0.03,-1.03
0.12,0.03,-1.03
0.15,0.03,-1.03
0.13,-0.10,-1.10
0.14,0.10,-1.03
0.12,-0.03,-1.10
0.13,-0.03,-1.03
0.14,0.10,-1.03
0.13,-0.10,-1.03
0.12,-0.10,-1.03
0.13,0.17,-1.10
0.13,-0.03,-1.03
0.11,-0.10,-1.10
0.18,-0.03,-1.03
0.11,-0.03,-1.03
0.13,0.03,-1.10
0.10,-0.10,-1.10
0.13,-0.03,-1.03
0.09,0.10,-1.03
0.09,-0.17,-1.03
0.10,0.10,-1.10
0.12,0.03,-1.03
0.13,0.10,-1.03
0.11,0.03,-1.10
0.13,-0.10,-1.03
0.14,0.03,-1.03
0.15,-0.03,-1.10
0.12,-0.03,-1.10
0.14,0.10,-1.03
0.11,-0.10,-1.10
0.13,-0.03,-1.03
0.11,-0.10,-1.10
0.12,0.10,-1.10
0.11,-0.03,-1.03
0.12,-0.10,-1.10
0.11,-0.10,-1.03
0.12,0.10,-0.96
0.11,-0.10,-1.03
0.13,-0.03,-1.10
0.13,-0.10,-1.03
0.13,-0.03,-1.03
0.15,-0.03,-1.03
0.12,0.10,-1.03
0.15,-0.10,-1.03
0.12,0.10,-1.10
0.11,-0.03,-1.10
0.13,0.03,-1.03
0.13,0.10,-1.03
0.12,0.03,-1.03
0.13,-0.10,-1.10
0.12,0.10,-1.10
0.14,-0.10,-1.03
0.12,-0.03,-1.03
0.12,0.03,-1.10
0.13,0.10,-1.03
0.11,-0.03,-1.03
0.13,0.03,-1.10
0.12,-0.03,-1.03
0.13,-0.10,-1.03
0.11,-0.10,-1.10
0.13,-0.10,-1.10
0.13,-0.10,-0.96
0.10,0.03,-1.10
0.12,0.03,-1.10
0.13,-0.10,-1.03
0.10,-0.17,-1.03
0.12,-0.10,-1.03
0.14,-0.10,-1.03
0.11,0.03,-1.03
0.12,-0.23,-1.03
0.11,-0.10,-1.10
0.14,-0.10,-1.03
0.13,-0.03,-1.03
0.14,-0.10,-1.10
0.10,-0.03,-1.10
0.14,0.03,-1.10
0.14,-0.03,-1.03
0.14,-0.03,-1.03
0.13,0.03,-1.03
0.15,0.10,-1.03
0.15,0.03,-1.10
0.13,-0.03,-1.10
0.14,0.03,-1.03
0.15,0.03,-1.03
0.12,-0.10,-1.10
0.11,-0.03,-1.10
0.11,0.10,-1.03
0.13,-0.03,-1.03
0.12,-0.23,-1.03
0.13,0.03,-1.03
0.11,-0.10,-1.10
0.13,-0.03,-1.03
0.10,0.03,-1.10
0.08,0.03,-1.10
0.14,-0.03,-1.03
0.13,-0.10,-1.03
0.13,0.10,-1.03
0.12,0.03,-1.03
0.11,-0.03,-1.03
0.16,-0.10,-1.03
0.11,0.03,-1.10
0.12,0.03,-1.03
0.11,-0.10,-1.03
0.10,0.17,-1.10
0.15,-0.03,-1.03
0.12,0.10,-1.10
0.13,-0.03,-1.03
0.11,0.03,-1.10
0.12,-0.03,-1.10
0.11,0.10,-1.10
0.11,0.03,-1.10
0.10,-0.03,-1.03
0.13,-0.10,-1.10
0.13,-0.03,-1.03
0.12,-0.03,-1.10
0.13,0.03,-1.03
0.12,0.10,-1.03
0.11,-0.03,-1.10
0.12,-0.03,-1.10
0.14,-0.10,-1.03
0.12,-0.17,-1.10
0.10,-0.10,-1.10
0.11,-0.03,-1.03
0.10,0.03,-1.03
0.11,-0.10,-1.03
0.12,-0.10,-1.03
0.11,-0.10,-1.03
0.11,0.17,-1.10
0.11,-0.03,-1.03
0.12,-0.03,-1.03
0.13,0.10,-1.03
0.14,-0.10,-1.03
0.14,-0.03,-1.03
0.15,-0.03,-1.03
0.13,0.10,-1.10
0.15,0.03,-1.03
0.12,-0.03,-1.03
0.13,0.03,-1.03
0.15,-0.03,-1.03
0.13,-0.10,-1.03
0.13,-0.10,-1.10
0.11,0.10,-1.03
0.13,0.03,-1.03
0.13,-0.17,-1.10
0.10,0.03,-1.03
0.14,-0.10,-1.03
0.12,0.03,-1.10
0.13,-0.03,-1.03
0.16,-0.03,-1.03
0.10,-0.10,-1.03
0.07,0.03,-1.10
0.13,0.03,-1.03
0.12,-0.03,-1.10
0.12,-0.10,-1.03
0.09,-0.10,-1.10
0.12,0.03,-1.10
0.12,0.10,-1.03
0.13,-0.03,-1.10
0.13,-0.10,-1.03
0.11,0.03,-1.10
0.12,-0.03,-1.03
0.11,-0.03,-1.03
0.13,0.03,-1.03
0.12,-0.03,-1.03
0.13,-0.10,-1.10
0.14,0.10,-1.10
0.13,0.17,-1.03
0.13,0.03,-1.03
0.12,0.03,-1.03
0.11,0.23,-1.03
0.11,-0.10,-1.03
0.14,0.03,-1.10
0.13,-0.03,-1.10
0.14,-0.03,-1.03
0.14,0.03,-1.03
0.13,-0.03,-1.10
0.13,-0.03,-1.10
0.10,0.10,-1.03
0.12,-0.17,-1.03
0.14,0.03,-1.10
0.12,0.10,-1.10
0.14,-0.03,-1.03
0.15,0.03,-1.10
0.13,0.03,-1.03
0.11,-0.03,-1.03
0.15,-0.10,-1.10
0.13,-0.03,-1.03
0.11,0.10,-1.10
0.14,-0.03,-1.03
0.12,0.03,-1.10
0.13,0.03,-1.03
0.12,-0.10,-1.03
0.13,-0.10,-1.03
0.12,-0.03,-1.10
0.12,0.03,-1.10
0.12,0.17,-1.03
0.15,0.10,-1.10
0.11,-0.03,-1.03
0.10,0.03,-1.10
0.12,-0.03,-1.03
0.15,-0.03,-1.03
0.12,0.03,-1.10
0.11,0.03,-1.03
0.11,-0.10,-1.03
0.13,-0.10,-1.03
0.14,0.03,-1.03
0.09,0.10,-1.03
0.12,0.03,-1.03
0.14,-0.03,-1.03
0.11,0.03,-1.10
0.13,-0.03,-1.03
0.14,0.03,-1.10
0.11,-0.03,-1.03
0.15,0.10,-1.10
0.10,-0.10,-1.03
0.12,0.03,-1.10
0.10,-0.03,-1.10
0.13,-0.03,-0.96
0.15,-0.10,-1.03
0.13,-0.10,-1.03
0.11,-0.03,-1.03
0.13,-0.03,-1.03
0.11,0.10,-1.10
0.12,0.03,-1.03
0.13,-0.10,-1.03
0.12,0.03,-1.03
0.14,-0.10,-1.10
0.10,0.03,-1.03
0.14,0.03,-1.03
0.13,-0.10,-1.10
0.10,0.03,-1.10
0.10,-0.10,-1.10
0.12,0.03,-1.03
0.14,0.17,-1.10
0.12,0.03,-1.10
0.11,-0.03,-1.10
0.09,0.03,-1.03
0.14,0.17,-1.10
0.08,0.10,-1.10
0.11,-0.03,-1.10
0.11,-0.17,-1.03
0.16,-0.03,-1.03
0.13,0.10,-1.03
0.15,0.03,-1.03
0.13,-0.17,-1.03
0.11,-0.03,-1.03
0.11,0.10,-1.03
0.14,-0.17,-1.03
0.15,0.03,-0.96
0.13,-0.03,-1.03
0.13,-0.03,-0.96
0.17,-0.10,-1.03
0.09,-0.03,-1.03
0.12,0.10,-1.03
0.11,0.10,-1.03
0.11,0.03,-1.10
0.12,-0.10,-1.03
0.15,0.03,-1.10
0.12,0.10,-1.10
0.10,-0.03,-1.10
0.13,-0.03,-1.10
0.13,-0.03,-1.03
0.13,-0.10,-1.10
0.13,-0.03,-1.03
0.14,-0.03,-1.10
0.13,-0.23,-1.03
0.17,-0.03,-0.96
0.13,-0.03,-1.03
0.13,-0.03,-1.03
0.16,0.03,-1.03
0.13,0.17,-1.03
0.13,0.03,-1.10
0.12,0.03,-1.03
0.11,-0.03,-1.03
0.11,-0.03,-1.10
0.15,0.03,-1.03
0.11,-0.03,-1.10
0.15,-0.03,-1.03
0.10,0.17,-1.03
0.12,-0.03,-1.10
0.13,0.03,-1.10
0.10,-0.10,-1.03
0.10,0.03,-1.10
0.11,-0.03,-1.03
0.12,0.10,-1.10
0.13,0.10,-1.03
0.13,0.17,-1.10
0.15,-0.10,-1.10
0.14,-0.03,-1.03
0.13,0.03,-1.03
0.12,0.03,-1.03
0.12,-0.17,-1.03
0.13,0.10,-1.10
0.13,0.10,-1.10
0.14,-0.10,-1.03
0.11,-0.10,-1.10
0.13,0.03,-1.03
0.11,-0.17,-1.10
0.13,-0.03,-1.10
0.12,0.03,-1.10
0.10,0.10,-1.10
0.12,0.10,-1.03
0.12,-0.10,-1.10
0.11,-0.03,-1.10
0.13,0.03,-1.03
0.14,-0.03,-1.03
0.10,-0.03,-1.03
0.12,-0.10,-1.03
0.12,0.10,-1.10
0.13,-0.10,-1.03
0.12,0.03,-1.10
0.11,0.03,-1.03
0.16,0.10,-1.10
0.13,-0.03,-1.03
0.11,0.10,-1.03
0.14,0.03,-1.03
0.14,-0.03,-1.10
0.12,0.17,-1.03
0.11,0.03,-1.03
0.07,0.10,-1.03
0.14,-0.03,-1.10
0.12,0.03,-1.03
0.13,0.03,-1.10
0.16,-0.03,-1.03
0.12,0.03,-1.10
0.15,-0.03,-1.03
0.12,0.10,-1.03
0.11,-0.03,-1.10
0.11,-0.10,-1.03
0.13,0.10,-1.10
0.11,-0.10,-1.10
0.13,-0.03,-1.10
0.11,-0.03,-1.10
0.13,0.17,-1.03
0.11,-0.03,-1.03
0.14,-0.03,-1.10
0.11,0.10,-1.03
0.10,-0.03,-1.03
0.12,0.03,-0.96
0.15,-0.03,-1.03
0.13,-0.17,-1.10
0.11,0.03,-1.03
0.13,0.03,-1.03
0.10,0.03,-1.10
0.11,-0.03,-1.03
0.15,0.03,-1.03
0.13,-0.03,-1.03
0.11,-0.03,-1.03
0.12,0.03,-1.10
0.14,0.03,-1.03
0.14,0.03,-1.03
0.15,0.10,-1.03
0.14,-0.17,-1.03
0.10,0.10,-1.03
0.11,0.10,-1.03
0.12,-0.03,-1.10
0.11,0.03,-1.10
0.16,0.03,-1.10
0.12,0.17,-1.03
0.14,0.03,-0.96
0.12,0.03,-1.03
0.11,-0.10,-1.10
0.12,0.10,-1.03
0.09,0.17,-1.10
0.13,-0.03,-1.03
0.13,0.03,-1.10
0.13,0.10,-1.03
0.13,0.03,-1.03
0.15,-0.03,-1.10
0.13,-0.10,-1.10
0.14,-0.03,-1.03
0.11,-0.03,-1.03
0.13,-0.03,-1.03
0.13,0.10,-1.03
0.13,-0.17,-1.10
0.15,-0.03,-1.10
0.12,-0.03,-1.03
0.13,0.03,-1.03
0.11,-0.03,-1.03
0.11,-0.03,-1.03
0.11,-0.03,-1.03
0.15,-0.03,-1.03
0.11,-0.03,-1.03
0.13,0.10,-1.10
0.12,-0.03,-1.03
0.13,-0.03,-1.03
0.12,0.03,-1.10
0.13,-0.03,-1.03
0.15,0.03,-1.03
0.11,-0.03,-1.03
0.13,0.17,-1.10
0.09,0.03,-1.03
0.12,0.10,-1.10
0.11,-0.03,-1.03
0.13,0.03,-1.10
0.13,0.03,-1.03
0.13,0.10,-1.03
0.13,0.03,-1.03
0.14,-0.10,-1.10
0.15,-0.03,-1.10
0.12,-0.10,-1.10
0.12,-0.03,-1.03
0.09,0.03,-1.03
0.10,-0.03,-1.10
0.12,-0.10,-1.03
0.10,-0.10,-1.03
0.11,-0.03,-1.03
0.13,-0.03,-1.03
0.11,0.03,-1.03
0.12,-0.03,-1.03
0.13,-0.10,-1.10
0.14,0.03,-0.96
0.12,-0.03,-1.10
0.12,-0.03,-1.03
0.12,0.03,-1.10
0.12,-0.03,-1.10
0.13,0.03,-1.10
0.13,0.03,-1.03
0.12,-0.03,-1.03
0.12,-0.10,-1.10
0.09,0.03,-1.03
0.12,0.10,-1.10
0.11,0.10,-1.03
0.12,-0.10,-1.10
0.13,0.10,-1.10
0.11,-0.03,-1.10
0.10,0.03,-1.10
0.12,0.03,-1.03
0.13,-0.10,-1.03
0.10,0.10,-1.10
0.10,-0.10,-1.03
0.12,0.03,-1.10
0.12,0.03,-1.10
0.12,-0.03,-1.03
0.13,0.17,-0.96
0.15,-0.03,-1.03
0.15,-0.03,-1.10
0.15,-0.03,-1.03
0.12,-0.03,-1.10
0.13,0.17,-1.03
0.12,-0.03,-1.10
0.13,-0.03,-1.10
0.16,0.10,-1.03
0.11,0.03,-1.03
0.13,-0.10,-1.10
0.12,-0.03,-1.03
0.11,0.03,-1.10
0.11,-0.10,-1.10
0.12,0.03,-1.03
0.10,0.03,-1.10
0.13,-0.10,-1.03
0.12,-0.10,-1.10
0.14,-0.03,-1.03
0.11,0.03,-1.03
0.12,-0.03,-1.03
0.12,0.03,-1.10
0.13,0.10,-1.03
0.15,0.10,-1.03
0.10,0.03,-1.03
0.13,-0.03,-1.03
0.14,-0.10,-1.03
0.10,0.10,-1.03
0.12,-0.03,-1.03
0.14,-0.03,-1.10
0.12,-0.03,-1.03
0.15,0.03,-1.03
0.12,-0.03,-1.10
0.15,-0.03,-1.03
0.10,0.23,-1.03
0.14,-0.10,-1.10
0.10,-0.03,-1.03
0.13,-0.10,-1.03
0.14,0.23,-1.03
0.11,-0.03,-1.10
0.13,0.10,-1.03
0.12,-0.03,-1.03
0.13,-0.10,-1.03
0.12,0.03,-1.03
0.08,0.03,-1.03
0.12,-0.10,-1.10
0.15,-0.03,-1.10
0.12,-0.03,-1.10
0.11,-0.03,-1.03
0.14,0.10,-1.03
0.13,-0.03,-1.03
0.12,-0.03,-1.03
0.12,0.03,-1.03
0.13,-0.10,-1.03
0.12,0.03,-1.10
0.14,-0.03,-1.03
0.10,0.10,-1.03
0.13,-0.03,-1.03
0.13,0.03,-1.10
0.14,0.03,-1.10
0.15,-0.03,-1.03
0.10,-0.03,-1.10
0.12,0.10,-1.03
0.14,-0.10,-1.03
0.13,-0.03,-1.10
0.12,0.03,-1.03
0.13,-0.03,-0.96
0.14,-0.10,-1.10
0.13,-0.03,-1.03
0.11,0.03,-1.10
0.11,-0.10,-1.03
0.11,0.03,-1.03
0.11,-0.10,-1.10
0.12,-0.17,-1.10
0.11,0.03,-1.10
0.14,-0.03,-1.10
0.14,-0.10,-1.10
0.12,0.10,-1.03
0.12,0.10,-1.03
0.11,-0.03,-1.10
0.12,0.03,-1.03
0.13,0.10,-1.03
0.12,0.03,-1.03
0.11,0.03,-1.03
0.12,0.10,-0.96
0.13,0.03,-1.03
0.11,-0.10,-1.10
0.13,-0.03,-1.10
0.15,0.03,-1.03
0.16,-0.03,-1.10
0.09,0.03,-1.10
0.14,-0.10,-1.03
0.11,0.03,-1.10
0.14,-0.03,-1.10
0.13,-0.03,-1.10
0.12,-0.03,-1.03
0.17,-0.03,-1.03
0.11,0.10,-1.03
0.13,0.03,-0.96
0.12,0.10,-1.10
0.13,0.03,-1.10
0.12,-0.10,-1.10
0.10,0.17,-1.03
0.13,0.03,-1.03
0.12,0.03,-1.10
0.11,-0.03,-1.10
0.12,0.03,-0.96
0.12,0.03,-1.03
0.12,-0.10,-1.03
0.13,0.10,-1.10
0.09,0.10,-1.03
0.11,-0.03,-1.03
0.09,-0.03,-1.10
0.12,0.03,-1.03
0.16,0.17,-1.03
0.11,-0.03,-1.03
0.11,-0.03,-1.10
0.17,-0.03,-1.03
0.14,-0.10,-1.03
0.11,0.10,-1.03
0.09,0.10,-1.03
0.15,-0.03,-1.03
0.16,0.03,-1.03
0.14,0.10,-1.03
0.13,0.10,-1.03
0.11,0.03,-0.96
0.12,-0.03,-1.03
0.12,0.03,-1.03
0.11,0.10,-1.03
0.11,0.10,-1.03
0.13,-0.03,-1.03
0.12,0.10,-1.03
0.14,-0.10,-1.10
0.12,-0.03,-1.03
0.12,0.10,-1.10
0.09,0.10,-1.03
0.13,-0.03,-1.10
0.13,-0.10,-1.03
0.13,-0.03,-1.03
0.12,-0.03,-1.03
0.11,-0.10,-1.10
0.14,0.17,-1.10
0.15,0.10,-1.10
0.14,0.03,-1.03
0.12,0.10,-1.10
0.12,-0.03,-1.10
0.14,-0.03,-0.96
0.11,-0.03,-1.03
0.14,-0.03,-1.03
0.15,0.03,-1.03
0.12,0.03,-1.03
0.13,0.03,-1.03
0.12,0.03,-1.03
0.12,0.03,-1.03
0.13,0.03,-1.03
0.10,-0.03,-1.03
0.13,0.03,-1.10
0.12,-0.03,-1.03
0.12,-0.10,-1.03
0.13,-0.03,-1.10
0.10,0.03,-1.03
0.12,0.03,-1.03
0.12,-0.03,-1.03
0.14,-0.03,-1.10
0.13,0.03,-1.03
0.15,0.10,-1.03
0.11,0.03,-1.03
0.11,0.03,-1.03
0.15,-0.03,-1.03
0.12,-0.10,-1.03
0.13,-0.03,-1.10
0.13,-0.03,-1.03
0.14,0.03,-1.03
0.13,-0.03,-1.03
0.14,0.03,-1.10
0.15,-0.03,-1.03
0.13,-0.03,-1.03
0.12,0.03,-1.10
0.12,-0.17,-1.03
0.14,-0.10,-1.03
0.11,-0.10,-1.10
0.13,0.03,-1.03
0.12,0.03,-1.03
0.15,0.03,-0.96
0.10,0.03,-1.10
0.15,0.03,-1.10
0.12,0.03,-1.03
0.14,0.03,-1.10
0.10,0.03,-1.10
0.15,0.03,-1.03
0.12,0.10,-1.03
0.08,-0.10,-1.10
0.13,0.10,-1.10
0.11,-0.10,-1.10
0.14,-0.03,-1.03
0.12,-0.03,-1.10
0.14,-0.10,-1.10
0.13,-0.10,-1.03
0.12,0.03,-1.03
0.13,0.03,-1.03
0.13,0.03,-1.03
0.13,0.03,-1.03
0.13,-0.03,-1.10
0.10,-0.03,-1.03
0.12,-0.17,-1.03
0.13,-0.10,-1.03
0.12,-0.03,-1.16
0.13,0.10,-0.96
0.11,-0.10,-1.10
0.12,-0.03,-1.10
0.10,-0.10,-1.03
0.13,0.03,-1.03
0.12,0.10,-1.10
0.14,-0.03,-1.03
0.14,-0.03,-1.10
0.14,0.03,-1.03
0.13,-0.03,-1.03
0.10,-0.03,-1.03
0.14,-0.03,-1.03
0.11,0.03,-1.10
0.13,0.03,-1.03
0.14,0.03,-1.10
0.12,0.10,-1.03
0.12,-0.17,-1.03
0.14,-0.10,-1.03
0.09,0.03,-1.03
0.12,0.10,-1.03
0.12,-0.10,-1.10
0.13,0.03,-1.03
0.12,-0.17,-1.10
0.13,-0.03,-1.10
0.15,0.03,-1.03
0.12,0.03,-1.03
0.12,0.03,-1.03
0.15,-0.10,-1.03
0.10,-0.10,-1.10
0.12,-0.17,-1.10
0.08,-0.03,-1.10
0.13,-0.10,-1.10
0.11,-0.03,-1.10
0.11,0.10,-1.03
0.15,0.03,-1.03
0.13,-0.10,-1.10
0.12,0.17,-1.03
0.12,0.10,-1.03
0.13,0.03,-1.03
0.10,-0.10,-1.10
0.10,-0.03,-0.96
0.14,0.10,-1.03
0.12,0.03,-1.10
0.12,-0.03,-1.03
0.12,-0.03,-1.03
0.12,-0.03,-1.03
0.12,-0.03,-1.03
0.12,0.03,-1.03
0.12,-0.03,-1.03
0.13,-0.10,-1.03
0.12,-0.03,-1.03
0.11,-0.10,-1.03
0.09,0.03,-1.03
0.11,-0.03,-1.03
0.12,0.10,-1.03
0.13,0.03,-1.10
0.15,0.03,-1.03
0.11,0.03,-1.10
0.13,0.10,-1.03
0.14,-0.03,-0.96
0.13,-0.03,-1.03
0.13,0.03,-1.10
0.13,-0.10,-1.03
0.12,-0.10,-0.96
0.12,-0.03,-1.03
0.13,-0.03,-1.10
0.13,-0.03,-1.10
0.14,-0.10,-1.03
0.14,-0.03,-1.10
0.14,0.03,-1.03
0.12,-0.10,-1.03
0.11,-0.03,-1.10
0.12,0.03,-1.03
0.12,0.03,-1.03
0.12,0.17,-1.10
0.14,0.03,-1.10
0.14,0.10,-1.03
0.13,0.03,-1.03
0.08,-0.03,-1.03
0.12,0.03,-1.03
0.14,0.17,-1.03
0.12,0.03,-1.10
0.13,0.03,-1.10
